reviewer_name,review_time_diff,review_rating
Rond891,"< 10 days",good
corpx,"11 to 50 days",good
speedysteve,"< 10 days",good
luvbote,"< 10 days",bad
binhmai,"> 50 days",good
hndyman22,"> 50 days",good
smittendevil,"< 10 days",good
bunchofchit,"< 10 days",good
Stellarwolf,"< 10 days",good
"easy to kill","> 50 days",good
Malawi1,"> 50 days",good
Elixer,"> 50 days",good
darklight_tr,"> 50 days",good
Slackfumasta,"< 10 days",good
robk1w1,"< 10 days",good
gallagherfc,"< 10 days",good
grayweasel,"< 10 days",good
general_K,"< 10 days",good
lordofshadows,"> 50 days",good
Ricemarine,"> 50 days",good
Kontrollverlust,"> 50 days",good
captbluefin,"> 50 days",good
jkl1977,"< 10 days",good
d_drummer,"< 10 days",good
ckenny07,"< 10 days",good
kuku99,"< 10 days",good
budatraveler,"< 10 days",good
nfiltator,"< 10 days",good
alan_alan,"< 10 days",good
nunu,"< 10 days",good
HUNT516,"> 50 days",good
BobaBrett,"< 10 days",good
todd72173,"> 50 days",good
randylhua,"< 10 days",good
wannafish,"< 10 days",good
crossranch,"< 10 days",good
rtniehaus,"< 10 days",NULL
longing,"< 10 days",good
ibuystuff,"11 to 50 days",good
almightyBruce,"< 10 days",good
beemerfan,"< 10 days",good
kerrywin,"< 10 days",good
fallinlove,"< 10 days",good
jeffthebig,"< 10 days",good
richrowe,"< 10 days",good
amdango,"< 10 days",good
thewastedsmile,"< 10 days",good
imemerson,"< 10 days",good
Finkagueru,"< 10 days",good
redknight75,"< 10 days",good
PCBoy001,"< 10 days",good
skykingusa,"< 10 days",good
badvector,"> 50 days",good
Lungjai,"< 10 days",good
neuromix,"> 50 days",good
Hondasportn1,"< 10 days",good
rickwang,"< 10 days",good
pissedoff5,"< 10 days",bad
sovereignty68,"< 10 days",good
ed21774,"< 10 days",bad
xpython,"< 10 days",good
timmy0661,"< 10 days",good
Raiden911,"11 to 50 days",good
krane1,"> 50 days",good
MakubexGB,"> 50 days",good
fudgegland,"< 10 days",good
SLIMJIM60,"< 10 days",good
lmedina5,"< 10 days",bad
r_grabbe,"> 50 days",good
Notrealhappy,"> 50 days",good
The_Mechanic,"< 10 days",good
sgthawker,"11 to 50 days",good
jcarter23,"> 50 days",good
mmikem,"< 10 days",good
PatientKen,"< 10 days",good
klee1359,"< 10 days",good
evilrabbit,"< 10 days",good
inkling,"< 10 days",good
Cynu,"> 50 days",good
osweeney,"< 10 days",good
DiMaestro,"> 50 days",good
ericnguyen,"< 10 days",good
steve666,"< 10 days",bad
joeysmall,"< 10 days",good
Korgun,"< 10 days",bad
loonym,"> 50 days",good
jmartin99,"> 50 days",good
joekker666,"< 10 days",good
pmanning718,"< 10 days",good
otto64421,"> 50 days",good
crazzyeddie,"< 10 days",good
x9188x,"> 50 days",good
llanok,"> 50 days",good
the_dunner,"11 to 50 days",good
stom,"< 10 days",good
bestshot,"< 10 days",bad
MaJJaL,"< 10 days",bad
Gzus,"< 10 days",good
Mnementh,"> 50 days",good
Redcastle,"> 50 days",good
Redscott,"> 50 days",good
ercoons,"> 50 days",good
VinPerl,"< 10 days",good
MindstormPT,"< 10 days",good
twolf,"> 50 days",bad
gig103,"< 10 days",good
DetoxDropout,"< 10 days",good
jddeane,"< 10 days",good
BlueCream,"< 10 days",good
jeters,"< 10 days",good
ThreeDeed,"> 50 days",good
doby,"< 10 days",good
PRpaTi,"< 10 days",good
Nick00,"< 10 days",good
jc2360,"< 10 days",good
beergodatl,"< 10 days",good
roncomatic,"> 50 days",good
panrak,"> 50 days",good
Grydlok,"< 10 days",good
keltorak,"< 10 days",good
Bahamut,"< 10 days",good
sandman97289,"< 10 days",good
Rainguy,"< 10 days",bad
DwayneNels,"> 50 days",good
winedoc,"< 10 days",good
erikbush,"< 10 days",good
silverthornne,"11 to 50 days",good
omegaic,"< 10 days",good
techronin,"< 10 days",good
animeguru,"> 50 days",good
jlogs,"> 50 days",good
carnspac,"11 to 50 days",good
Marbor69,"< 10 days",good
BRiC,"> 50 days",bad
SWScorch,"< 10 days",good
jang1108,"< 10 days",good
Dimitri,"< 10 days",good
slayer_ss,"11 to 50 days",good
Mike360000,"11 to 50 days",good
rourkchris,"> 50 days",good
Lock-Jaw,"< 10 days",good
franash,"< 10 days",good
julharus,"< 10 days",good
MaxCat,"< 10 days",bad
freekins,"> 50 days",good
mrflylow,"11 to 50 days",bad
jlettrell,"< 10 days",good
weezy,"< 10 days",good
lichee,"11 to 50 days",neutral
TweakMaster62783,"< 10 days",good
elestin,"< 10 days",good
dpostma,"< 10 days",bad
jaybrous,"< 10 days",good
Rockworth,"11 to 50 days",good
ZeoBuzz2,"> 50 days",good
nvladik,"< 10 days",good
wwbill1,"< 10 days",bad
pmcavalier2002,"< 10 days",good
shameonu,"< 10 days",bad
klamke,"< 10 days",good
Hildegarde99,"< 10 days",good
Imogen,"< 10 days",good
lddhs,"< 10 days",good
Nevin.Weeks512,"< 10 days",good
Wallace.Keynes,"< 10 days",good
chris.gabbitas,"< 10 days",good
peter819,"< 10 days",good
davidcookie,"< 10 days",good
caitlync,"< 10 days",good
capnhowdy24,"< 10 days",bad
jcvso,"< 10 days",bad
shadow461,"< 10 days",bad
spidermerc,"< 10 days",bad
resrfc01,"11 to 50 days",bad
jjfox,"< 10 days",bad
bigbear639,"> 50 days",bad
Planatoid,"> 50 days",good
mcmike100,"< 10 days",good
IbnArabi,"> 50 days",good
Juliehl,"< 10 days",good
Kari1237,"< 10 days",good
Kamcan,"< 10 days",bad
" Patrick","< 10 days",good
twingles,"< 10 days",bad
j.ashley,"< 10 days",good
skichestnut2010,"< 10 days",good
djmielz,"< 10 days",good
Mili1994,"< 10 days",good
rustyjeeper,"< 10 days",good
pete29,"< 10 days",good
d777music,"< 10 days",good
pinkyfloyd85,"< 10 days",good
argonman2002,"< 10 days",good
falconmom5,"< 10 days",good
my2002svt,"< 10 days",good
spruitt72,"< 10 days",bad
John4501,"< 10 days",bad
tmcoho,"11 to 50 days",good
davedlloyd,"< 10 days",bad
RUIZDVM,"< 10 days",good
outkast7,"11 to 50 days",good
rodeotroy311,"< 10 days",good
Oldpiper,"< 10 days",good
mh6669,"< 10 days",good
judaria,"< 10 days",good
Fraddy,"< 10 days",good
bluishred,"< 10 days",bad
joesuarez,"< 10 days",bad
ltleelim,"> 50 days",bad
Nightwing308,"< 10 days",bad
2sshoescom,"> 50 days",good
andygreat,"11 to 50 days",good
Rob987,"< 10 days",good
njjoker,"< 10 days",good
debmath,"> 50 days",bad
mauri89,"< 10 days",good
chanote,"< 10 days",good
likealot,"< 10 days",bad
scottgoldstone,"< 10 days",bad
timlaw,"< 10 days",bad
FuzzyWuzzy,"< 10 days",good
2unhappy,"< 10 days",bad
channelx99,"< 10 days",good
"Sarah Huff","< 10 days",bad
noodle192000,"> 50 days",neutral
"Billy Teckon","< 10 days",good
JOSEA,"< 10 days",bad
Atlanta-CIO,"< 10 days",good
mlupco,"< 10 days",bad
"Ruff Bong","< 10 days",bad
oChiqui213o,"< 10 days",bad
shoppingpro,"< 10 days",good
archrivalrocks,"< 10 days",bad
SShairbear,"< 10 days",bad
happybirdie,"< 10 days",bad
metgt4,"< 10 days",bad
ZachMetal,"< 10 days",bad
TheBastard,"< 10 days",bad
Wenis,"< 10 days",bad
greenvampire,"< 10 days",bad
bm_porter,"< 10 days",bad
Daddyrpm,"< 10 days",bad
SoundTheSurrender,"< 10 days",bad
Saffir,"< 10 days",bad
grassninja,"< 10 days",bad
chokeu2,"< 10 days",bad
freakystyley,"< 10 days",bad
LordofLoxley,"< 10 days",bad
Snowlock45,"> 50 days",bad
CornMonkey,"< 10 days",bad
"Moe Train","< 10 days",bad
CFH-TX,"< 10 days",bad
michal1980,"> 50 days",bad
amievil,"< 10 days",bad
pgjlangy1950,"< 10 days",bad
cobus,"< 10 days",bad
dotcop,"< 10 days",bad
na22m,"< 10 days",good
Creativeproject,"< 10 days",good
bortbox,"< 10 days",good
brianmay06,"< 10 days",good
ruederungis,"< 10 days",bad
Flay,"> 50 days",good
radams089,"< 10 days",neutral
mtstormdiveteam,"< 10 days",bad
microtel,"< 10 days",bad
hellokitty2009,"< 10 days",good
freeman2009,"< 10 days",good
candletric,"< 10 days",good
yankilewitz,"< 10 days",bad
pinofool,"< 10 days",good
MountainMike,"> 50 days",good
bilofsky,"< 10 days",good
owenk,"11 to 50 days",good
soo,"> 50 days",bad
RaBI,"> 50 days",neutral
Tpac,"< 10 days",good
joako,"> 50 days",good
AlgaeEater,"> 50 days",good
fireman_bob,"> 50 days",bad
relic1882,"< 10 days",good
stelios_t,"< 10 days",good
medic104,"< 10 days",bad
marymarymary,"11 to 50 days",bad
BrandonAbell,"< 10 days",good
jnandy,"< 10 days",bad
sumguye,"< 10 days",bad
gordon24,"< 10 days",bad
zero124,"< 10 days",good
glroman,"< 10 days",bad
"fred mertz","< 10 days",bad
pdonnans,"< 10 days",good
costas789,"< 10 days",bad
Hilron,"< 10 days",bad
sjwil,"< 10 days",bad
vanzant38,"> 50 days",good
bsport,"< 10 days",bad
rbrooks9,"< 10 days",bad
NZAPA,"< 10 days",bad
johnnyflk,"< 10 days",good
tim117,"< 10 days",NULL
EOLGeorge,"< 10 days",good
dipperq,"> 50 days",bad
dan104x,"> 50 days",bad
th22630,"< 10 days",bad
qtpuh2tme,"< 10 days",good
jadleman,"< 10 days",good
mcwho,"< 10 days",bad
cmgib,"< 10 days",good
mciansir,"< 10 days",good
John99_,"> 50 days",good
specialops,"< 10 days",good
calebtheredwood,"< 10 days",bad
pbevil69,"< 10 days",good
horatiohb,"11 to 50 days",bad
sccoxx,"> 50 days",good
agent2099,"> 50 days",good
ArmchairAthlete,"< 10 days",bad
NubsNob,"11 to 50 days",good
samjemb,"< 10 days",neutral
JEFF1997,"< 10 days",neutral
scott833,"> 50 days",good
optra,"< 10 days",good
m0bas,"> 50 days",good
spookytooth,"> 50 days",NULL
armstrem,"< 10 days",good
itninja,"< 10 days",good
pdaughe,"< 10 days",bad
sp0da,"< 10 days",good
tjmosa,"< 10 days",good
dsberry,"< 10 days",good
Stuey83,"< 10 days",good
tzytao,"> 50 days",NULL
kcwood,"< 10 days",good
bigjaybyrd,"< 10 days",good
duvalljm,"< 10 days",good
pcarter56,"< 10 days",good
odl21,"< 10 days",good
COOLCAT007,"< 10 days",good
questworldz,"< 10 days",good
deusexaethera,"< 10 days",good
niceblue,"< 10 days",good
preet_rr,"< 10 days",good
abelalot,"< 10 days",good
freelancelot,"< 10 days",good
matt_o,"< 10 days",good
kingoftease207,"< 10 days",good
dramsey,"> 50 days",good
king896,"< 10 days",good
XdigitalX,"< 10 days",good
halanj,"< 10 days",good
Blayes,"< 10 days",good
mtzoanos1,"< 10 days",good
Hansfragger,"> 50 days",good
sechs,"> 50 days",good
dtthan,"> 50 days",good
izzy,"> 50 days",good
deedpartle,"< 10 days",NULL
RacerX27,"< 10 days",good
mkress65,"< 10 days",good
gdame,"< 10 days",good
mightyt,"< 10 days",good
priority,"< 10 days",good
Mojo_LA,"< 10 days",good
patmiller,"< 10 days",good
paulgun,"< 10 days",good
fuzznut,"11 to 50 days",good
rhcompsale,"> 50 days",good
miners,"< 10 days",good
Majorchaos,"< 10 days",good
tomldlsnet,"< 10 days",good
chyuan_tee,"> 50 days",good
Drostie,"< 10 days",good
utsniper,"< 10 days",good
azncyrax,"< 10 days",good
Bigums,"> 50 days",good
reddpeppers,"> 50 days",good
Motty99,"< 10 days",good
bkrause72,"< 10 days",good
"steve w","< 10 days",good
beornagn,"< 10 days",good
nc88keyz,"< 10 days",good
"different name","< 10 days",good
caroljh2,"< 10 days",good
Hyalopterous,"< 10 days",good
colormesmart,"< 10 days",NULL
shandow,"< 10 days",good
foozball26,"< 10 days",good
mrdstuckinthemud,"< 10 days",good
dkbozz,"< 10 days",good
steffun,"< 10 days",good
cybcow,"< 10 days",good
nemesio,"> 50 days",good
egomedia,"< 10 days",good
wolffenstein,"< 10 days",good
turbosnail,"< 10 days",good
abscess,"< 10 days",good
trinketsummoner,"< 10 days",good
bachigaloop2003,"< 10 days",good
ravin1403,"< 10 days",good
compulrod155,"< 10 days",good
andrewdlinn,"< 10 days",NULL
angelface2,"< 10 days",good
kennchrisl,"< 10 days",good
stryder888,"< 10 days",good
gbenton,"< 10 days",good
darksky2000,"< 10 days",good
PMAN3418,"< 10 days",good
dwireman,"> 50 days",good
keerf,"< 10 days",good
godd_matt,"< 10 days",good
barrettl5150,"< 10 days",good
sirpjtheknight,"< 10 days",good
Arashi,"< 10 days",good
Jonathan_Sage,"> 50 days",good
troyduke3d,"> 50 days",good
areinhar,"< 10 days",good
Lezzo2uk,"< 10 days",good
vratza,"< 10 days",good
Slaphappy1251,"< 10 days",good
gilgamesh,"< 10 days",good
danphi,"< 10 days",good
rampyodm,"< 10 days",good
chadstout,"< 10 days",good
benny45,"< 10 days",good
desertking,"< 10 days",good
jaytechman,"< 10 days",good
zip064,"< 10 days",good
cybermoser,"< 10 days",good
Com32,"< 10 days",good
cyclops21,"< 10 days",good
ronbr,"< 10 days",good
admz24,"< 10 days",good
tobias6000,"< 10 days",good
silentsamurai,"< 10 days",good
mrlinux,"< 10 days",good
chapsizzle,"< 10 days",good
pica1,"11 to 50 days",good
Gujustud,"< 10 days",neutral
itugoy,"< 10 days",good
JBear,"< 10 days",good
OtterFisk,"> 50 days",good
anubuis,"< 10 days",good
JC.Consulting,"< 10 days",good
shadowkwarrior,"> 50 days",good
rpdillon,"< 10 days",good
weskat,"< 10 days",good
luckyLecky,"< 10 days",bad
mcruty,"> 50 days",good
Sinos,"< 10 days",good
beetlebz,"< 10 days",good
reubonics,"< 10 days",good
"Ice Czar","< 10 days",good
jesse.rivera,"< 10 days",NULL
acstimson,"> 50 days",good
niklas.lindblad,"< 10 days",good
axcx,"< 10 days",good
caerleon,"< 10 days",good
wpcaine,"< 10 days",good
edwardjmartin,"< 10 days",good
mikeman75,"< 10 days",good
product,"< 10 days",good
bigems,"< 10 days",good
ImperialBlade,"11 to 50 days",good
thorhanna,"> 50 days",good
georgiaghost,"< 10 days",good
serpentd,"11 to 50 days",good
"NICK VELCICH","< 10 days",good
cog7391,"< 10 days",good
glenhaven,"< 10 days",good
kastrtroi,"< 10 days",good
deepgloat,"< 10 days",good
goombatommy,"< 10 days",good
RIppolito,"< 10 days",good
Sethspeaks,"< 10 days",good
bob30880,"< 10 days",good
guitarplayer,"< 10 days",good
garramone,"< 10 days",good
thet1a,"< 10 days",good
arsou812,"< 10 days",good
eswallie,"< 10 days",good
XP1800BOB,"< 10 days",good
razornt,"< 10 days",good
thebert20,"< 10 days",good
invar,"> 50 days",good
unagamer,"< 10 days",good
bw8755,"< 10 days",good
grantgarbach,"< 10 days",good
Sunfish,"> 50 days",good
adriel,"< 10 days",bad
jasonrw,"< 10 days",good
Darcey,"< 10 days",good
"Scott Bigbee","< 10 days",good
rborelli,"< 10 days",good
mg66,"< 10 days",good
mdeboer,"< 10 days",good
or1cowboy,"< 10 days",good
dgbwinger,"< 10 days",good
Dickn,"> 50 days",good
Khyron,"< 10 days",good
Airmanv,"< 10 days",good
zuki1,"< 10 days",good
Deerslayer,"< 10 days",good
quagm,"< 10 days",good
nobrainer,"> 50 days",good
jimimonet,"< 10 days",good
jpendasulo,"< 10 days",good
moserja,"< 10 days",good
scovetta,"< 10 days",good
saturnotaku,"< 10 days",good
maxaxam,"< 10 days",good
marker101,"< 10 days",good
DrBrutoco,"< 10 days",good
xsnp,"< 10 days",good
deitiphile,"> 50 days",good
"John LA","< 10 days",good
abitman,"< 10 days",good
Deanan,"< 10 days",good
ghettofab_wong,"< 10 days",good
metlCub,"< 10 days",good
lrfox,"< 10 days",good
lefurbie,"< 10 days",good
DeftmarSlipwind,"< 10 days",good
tmarino,"< 10 days",good
domszabo,"< 10 days",good
donman23,"< 10 days",good
Lightsier,"< 10 days",good
Riddick,"< 10 days",good
caw,"< 10 days",good
orcsmash9,"< 10 days",good
"Jimmy Rogers","< 10 days",good
Vectro,"< 10 days",bad
getmine27,"< 10 days",good
KSKOPF,"> 50 days",good
upsetMax,"11 to 50 days",good
markC,"> 50 days",good
wlennon,"> 50 days",good
Alnero,"< 10 days",good
TheSheikh,"< 10 days",neutral
Votey,"> 50 days",good
mblitch,"> 50 days",good
vmcgurran,"< 10 days",bad
hovtak,"< 10 days",good
phunky,"> 50 days",good
monomomo,"< 10 days",good
poohbear73,"< 10 days",good
68imperial,"< 10 days",good
kat990,"< 10 days",good
mom2seven,"< 10 days",good
joshuaball,"< 10 days",good
killme,"> 50 days",bad
bomberbob,"< 10 days",bad
jagahen,"< 10 days",bad
andy69696,"< 10 days",bad
RBatteiger,"< 10 days",NULL
gearxs-sucks,"> 50 days",bad
gbcue,"> 50 days",neutral
Jillian825,"< 10 days",good
penina,"< 10 days",NULL
nd906,"< 10 days",good
willwebb,"< 10 days",good
ajenkins,"< 10 days",good
fd62989,"< 10 days",good
loveschrist,"< 10 days",bad
d00d81,"< 10 days",good
madbonnie,"< 10 days",bad
mr3ligion,"< 10 days",bad
maaron82773,"< 10 days",good
jeeps45,"< 10 days",neutral
lovebargains,"> 50 days",bad
reddragon7500,"> 50 days",good
harrie24517,"< 10 days",good
junk408,"> 50 days",good
dnfm,"< 10 days",bad
AlexTo,"< 10 days",good
parekhbhavin,"< 10 days",good
hkohan,"> 50 days",good
rstocker,"< 10 days",NULL
Geri,"< 10 days",NULL
jc1258,"< 10 days",good
akks,"< 10 days",good
mfmarion,"< 10 days",bad
ron_in_florida,"< 10 days",bad
kmloudermilk,"< 10 days",good
ghedler,"< 10 days",good
kswallow,"< 10 days",good
randycatanach,"< 10 days",good
jackbordenca,"< 10 days",bad
skbrown,"< 10 days",good
"Diana Mikaels","< 10 days",good
lrf,"< 10 days",NULL
petemetcalfe,"< 10 days",good
renavoo,"< 10 days",good
ZPHOTOS,"< 10 days",good
Beerman5000,"< 10 days",good
jpmpzz,"< 10 days",good
andre_07,"< 10 days",NULL
jaimesundquist,"< 10 days",good
DPL2010,"< 10 days",good
smookydoo,"< 10 days",good
Thanks,"< 10 days",good
tlokeefe1,"< 10 days",good
brozee_jade,"< 10 days",good
westhead869,"< 10 days",good
DonFofo,"< 10 days",good
Mag1c,"< 10 days",good
sergetoti,"< 10 days",good
seanstanford,"< 10 days",good
jen1jen1,"< 10 days",good
atravler,"< 10 days",good
reseattle1,"< 10 days",good
daniellecassidy,"< 10 days",good
ocsteve,"< 10 days",good
rstipe,"< 10 days",good
dspindl,"< 10 days",good
kevkev,"< 10 days",good
czilbo,"< 10 days",good
inolagirl8,"< 10 days",good
Mind0ffire,"< 10 days",good
swoodill,"< 10 days",good
geenatucker,"< 10 days",good
IVIax,"< 10 days",bad
seame12,"< 10 days",good
mnr,"< 10 days",good
jhwphoto,"< 10 days",good
wslesan,"< 10 days",NULL
mrparadise,"< 10 days",good
barry1554,"< 10 days",good
astig47,"< 10 days",good
Big_Earl,"< 10 days",good
Stretton,"< 10 days",good
ohhenry13,"< 10 days",good
jeff357l,"< 10 days",good
sharbecr,"< 10 days",good
michville2,"< 10 days",good
catlau,"< 10 days",good
jobx3,"< 10 days",bad
petsya,"< 10 days",good
"Arne Niebuhr","< 10 days",good
kmak5,"< 10 days",good
staras3254,"< 10 days",good
thomasgm,"< 10 days",good
sloan_911,"< 10 days",good
mamfa39,"< 10 days",good
bo.7meed,"< 10 days",good
freelancea,"< 10 days",good
Centralblues,"< 10 days",good
heavengate,"< 10 days",good
JJayzon,"< 10 days",good
450Dominant,"< 10 days",bad
koljan86,"< 10 days",good
Rollo72,"< 10 days",good
NaturePro,"> 50 days",bad
tacphotog,"< 10 days",good
davidno0815,"< 10 days",good
chapmandrive,"< 10 days",good
Saeedimb2009,"< 10 days",good
nursegalnc,"< 10 days",good
c859321,"< 10 days",good
jilcibm,"< 10 days",good
"Lee Curti","< 10 days",good
craigbr,"< 10 days",good
RBH,"> 50 days",good
Justinhassler,"< 10 days",good
TH32,"< 10 days",good
frayam,"< 10 days",good
realmonie,"< 10 days",good
"Daniel Blackburn","< 10 days",NULL
losahdanny,"< 10 days",NULL
ksetter,"< 10 days",good
jdberry,"< 10 days",good
zephod,"< 10 days",good
davidelavender,"< 10 days",bad
simaocampos,"< 10 days",good
wintersun1987,"< 10 days",good
Sportsdad,"< 10 days",good
ktatem,"< 10 days",bad
paul.bartlett556,"< 10 days",good
QuintinJohnSmith,"< 10 days",good
tmaid,"< 10 days",good
mattposada,"< 10 days",neutral
"Fly Boy","< 10 days",good
stevedawg0369,"< 10 days",good
asalinas,"< 10 days",good
brushton,"< 10 days",good
MELLA,"< 10 days",good
StevieKaos,"< 10 days",good
blingboy31,"< 10 days",good
Scophil,"< 10 days",good
beejayjr,"< 10 days",good
Wynnsfalls,"< 10 days",good
pmmahoney,"< 10 days",good
appalcarp,"< 10 days",good
ideas724,"< 10 days",good
chenyanqiu,"< 10 days",good
OrganikaSkater09,"< 10 days",good
jimshipsky,"< 10 days",good
singhalberto,"< 10 days",good
Billfoto,"> 50 days",good
msazkat,"< 10 days",good
ktmmcurtis,"< 10 days",good
tatsbyshane,"< 10 days",good
"Peter 007","< 10 days",good
cmedic,"< 10 days",bad
gh6762,"< 10 days",good
lithium1978,"< 10 days",good
enormand88,"< 10 days",good
bgrissom,"< 10 days",good
antoniaqtk,"< 10 days",good
Vinnyv78,"< 10 days",good
Shuttermike,"< 10 days",good
dimon145,"< 10 days",good
SHILORAVINN,"< 10 days",bad
jlargent,"< 10 days",good
mikeyj42,"< 10 days",good
harimarcelo,"< 10 days",good
magazoid,"< 10 days",good
mklass,"< 10 days",good
Rosellen,"< 10 days",good
gldandrews,"< 10 days",good
norby16,"< 10 days",good
jet49,"< 10 days",good
bigdumbdane,"< 10 days",bad
plora2003,"> 50 days",bad
gopher4956,"< 10 days",good
mmillidere,"< 10 days",good
DundasJim,"< 10 days",good
fivepin,"< 10 days",good
hjxman,"< 10 days",bad
aliciacd4,"< 10 days",good
photoeclipse,"< 10 days",good
vladikpod,"< 10 days",good
AceMadden,"< 10 days",good
ghamden,"> 50 days",good
UF92134,"< 10 days",good
lelodani,"< 10 days",good
dennie23,"< 10 days",good
KayHutch74,"< 10 days",good
gcgoldwinger,"< 10 days",good
sauderr002,"< 10 days",good
woody1979,"< 10 days",bad
daksfamus,"< 10 days",good
CDI,"< 10 days",good
artson1966,"< 10 days",good
SAMMYLOCS,"< 10 days",good
treasmem,"< 10 days",good
junkbox59,"< 10 days",NULL
floridasun,"< 10 days",good
47thstreetsucks,"< 10 days",bad
"MANOR 627","< 10 days",good
Envisioning,"< 10 days",good
willysp,"> 50 days",bad
langb,"< 10 days",good
dexterbot,"> 50 days",good
memoriesvideo,"< 10 days",good
density1,"< 10 days",good
62mikeh,"< 10 days",good
dardunstan,"< 10 days",good
xxgridlockxx,"< 10 days",good
asgphotog,"< 10 days",good
kevfra,"< 10 days",bad
csasser,"< 10 days",good
heisch,"< 10 days",good
phorning,"< 10 days",good
nuronurs,"< 10 days",good
ump107,"> 50 days",good
Mainstmentor,"< 10 days",good
Jruth55,"< 10 days",good
SteveAikens,"< 10 days",good
billfoto4,"< 10 days",good
